antibody_id,tissue_name,cellular_component,level_a,level_b,level_c
51019,CACO-2,Vesicles,vesicles,vesicles,secretory
51019,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
51019,U-2 OS,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
51019,U-2 OS,Nuclear_membrane,nuclear_membrane,nuclear_membrane,nucleus
51019,U-2 OS,Vesicles,vesicles,vesicles,secretory
51019,U-251 MG,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
51019,U-251 MG,Nuclear_membrane,nuclear_membrane,nuclear_membrane,nucleus
51019,U-251 MG,Vesicles,vesicles,vesicles,secretory
51020,A-431,Nuclear_speckles,nuclear_speckles,nuclear_bodies,nucleus
51020,HEK 293,Cytosol,cytosol,cytosol,cytoplasm
51020,HEK 293,Nuclear_speckles,nuclear_speckles,nuclear_bodies,nucleus
51024,A-431,Nucleoli,nucleoli,nucleoli,nucleoli
51024,A-431,Nucleus,nucleus,nucleoplasm,nucleus
51024,PC-3,Nucleoli,nucleoli,nucleoli,nucleoli
51024,PC-3,Nucleus,nucleus,nucleoplasm,nucleus
51024,U-2 OS,Nucleoli,nucleoli,nucleoli,nucleoli
51024,U-2 OS,Nucleus,nucleus,nucleoplasm,nucleus
51027,RH-30,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51027,RT4,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51027,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51028,BJ,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51028,PC-3,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51028,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51029,A-431,Cytosol,cytosol,cytosol,cytoplasm
51029,A-431,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
51029,HEK 293,Endoplasmic_reticulum,endoplasmic_reticulum,endoplasmic_reticulum,secretory
51029,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
51029,U-2 OS,Endoplasmic_reticulum,endoplasmic_reticulum,endoplasmic_reticulum,secretory
51036,HEK 293,Cytosol,cytosol,cytosol,cytoplasm
51038,Hep G2,Cytosol,cytosol,cytosol,cytoplasm
51038,Hep G2,Nucleus,nucleus,nucleoplasm,nucleus
51038,RH-30,Cytosol,cytosol,cytosol,cytoplasm
51038,RH-30,Nucleus,nucleus,nucleoplasm,nucleus
51043,CACO-2,Microtubules,microtubules,microtubules,filaments
51043,PC-3,Microtubules,microtubules,microtubules,filaments
51043,U-2 OS,Microtubules,microtubules,microtubules,filaments
51048,HeLa,Cytosol,cytosol,cytosol,cytoplasm
51048,HeLa,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
51048,PC-3,Cytosol,cytosol,cytosol,cytoplasm
51048,PC-3,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
51048,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
51048,U-2 OS,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
51054,HEK 293,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
51054,U-2 OS,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
51063,U-2 OS,Vesicles,vesicles,vesicles,secretory
51064,BJ,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
51064,BJ,Nucleoli,nucleoli,nucleoli,nucleoli
51064,SK-MEL-30,Nucleoli,nucleoli,nucleoli,nucleoli
51064,SK-MEL-30,Vesicles,vesicles,vesicles,secretory
51064,U-2 OS,Nucleoli,nucleoli,nucleoli,nucleoli
51067,CACO-2,Cytosol,cytosol,cytosol,cytoplasm
51067,CACO-2,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51067,HeLa,Cytosol,cytosol,cytosol,cytoplasm
51067,HeLa,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51074,A-431,Mitochondria,mitochondria,mitochondria,cytoplasm
51074,U-2 OS,Mitochondria,mitochondria,mitochondria,cytoplasm
51074,U-2 OS,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
51074,U-251 MG,Mitochondria,mitochondria,mitochondria,cytoplasm
51075,HEK 293,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51075,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51075,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51084,HeLa,Nucleoli,nucleoli,nucleoli,nucleoli
51084,HeLa,Nucleus,nucleus,nucleoplasm,nucleus
51084,U-2 OS,Nucleoli,nucleoli,nucleoli,nucleoli
51084,U-2 OS,Nucleus,nucleus,nucleoplasm,nucleus
51084,U-251 MG,Nucleoli,nucleoli,nucleoli,nucleoli
51084,U-251 MG,Nucleus,nucleus,nucleoplasm,nucleus
51087,A-431,Mitochondria,mitochondria,mitochondria,cytoplasm
51087,A-431,Nuclear_membrane,nuclear_membrane,nuclear_membrane,nucleus
51087,HEK 293,Mitochondria,mitochondria,mitochondria,cytoplasm
51087,HEK 293,Nuclear_membrane,nuclear_membrane,nuclear_membrane,nucleus
51087,U-2 OS,Mitochondria,mitochondria,mitochondria,cytoplasm
51087,U-2 OS,Nuclear_membrane,nuclear_membrane,nuclear_membrane,nucleus
51088,A549,Mitochondria,mitochondria,mitochondria,cytoplasm
51088,A549,Nucleus,nucleus,nucleoplasm,nucleus
51088,HaCaT,Mitochondria,mitochondria,mitochondria,cytoplasm
51088,HaCaT,Nucleus,nucleus,nucleoplasm,nucleus
51088,U-2 OS,Mitochondria,mitochondria,mitochondria,cytoplasm
51088,U-2 OS,Nucleus,nucleus,nucleoplasm,nucleus
51100,HaCaT,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
51100,SH-SY5Y,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
51100,U-2 OS,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
51101,A549,Cytosol,cytosol,cytosol,cytoplasm
51101,A549,Nucleus,nucleus,nucleoplasm,nucleus
51101,PC-3,Cytosol,cytosol,cytosol,cytoplasm
51101,PC-3,Nucleus,nucleus,nucleoplasm,nucleus
51101,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
51101,U-2 OS,Nucleus,nucleus,nucleoplasm,nucleus
51103,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51103,HeLa,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51103,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51109,CACO-2,Cytosol,cytosol,cytosol,cytoplasm
51109,CACO-2,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
51109,CACO-2,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51109,HEK 293,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
51109,U-2 OS,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
51120,A-431,Cytosol,cytosol,cytosol,cytoplasm
51120,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
51121,HaCaT,Nucleoli,nucleoli,nucleoli,nucleoli
51121,RH-30,Nucleoli,nucleoli,nucleoli,nucleoli
51121,U-2 OS,Nucleoli,nucleoli,nucleoli,nucleoli
51122,HEK 293,Cytoplasmic_bodies,cytoplasmic_bodies,cytoplasmic_bodies,cytoplasm
51122,HEK 293,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51122,MCF7,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51122,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51131,MCF7,Cytosol,cytosol,cytosol,cytoplasm
51131,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
51132,Hep G2,Cytosol,cytosol,cytosol,cytoplasm
51132,MCF7,Cytosol,cytosol,cytosol,cytoplasm
51134,REH,Endoplasmic_reticulum,endoplasmic_reticulum,endoplasmic_reticulum,secretory
51137,HeLa,Microtubules,microtubules,microtubules,filaments
51137,HeLa,Vesicles,vesicles,vesicles,secretory
51137,U-2 OS,Cytokinetic_bridge,cytokinetic_bridge,mitotic_filament,filaments
51137,U-2 OS,Microtubules,microtubules,microtubules,filaments
51137,U-2 OS,Vesicles,vesicles,vesicles,secretory
51142,CACO-2,Nuclear_speckles,nuclear_speckles,nuclear_bodies,nucleus
51142,MCF7,Nuclear_speckles,nuclear_speckles,nuclear_bodies,nucleus
51142,U-2 OS,Intermediate_filaments,intermediate_filaments,intermediate_filaments,filaments
51142,U-2 OS,Nuclear_speckles,nuclear_speckles,nuclear_bodies,nucleus
51143,A-431,Mitochondria,mitochondria,mitochondria,cytoplasm
51143,A-431,Nuclear_membrane,nuclear_membrane,nuclear_membrane,nucleus
51143,A-431,Nucleus,nucleus,nucleoplasm,nucleus
51143,CACO-2,Nuclear_membrane,nuclear_membrane,nuclear_membrane,nucleus
51143,CACO-2,Nucleoli,nucleoli,nucleoli,nucleoli
51143,U-2 OS,Mitochondria,mitochondria,mitochondria,cytoplasm
51143,U-2 OS,Nucleus,nucleus,nucleoplasm,nucleus
51146,HEK 293,Actin_filaments,actin_filaments,actin_filaments,filaments
51146,HEK 293,Cytosol,cytosol,cytosol,cytoplasm
51146,U-2 OS,Actin_filaments,actin_filaments,actin_filaments,filaments
51146,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
51147,HEK 293,Nucleus,nucleus,nucleoplasm,nucleus
51147,U-2 OS,Actin_filaments,actin_filaments,actin_filaments,filaments
51147,U-2 OS,Mitochondria,mitochondria,mitochondria,cytoplasm
51147,U-2 OS,Nucleus,nucleus,nucleoplasm,nucleus
51147,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51149,HEK 293,Vesicles,vesicles,vesicles,secretory
51149,MCF7,Centrosome,centrosome,microtubule_organizing_center,filaments
51149,U-2 OS,Centrosome,centrosome,microtubule_organizing_center,filaments
51150,A549,Cytosol,cytosol,cytosol,cytoplasm
51150,A549,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
51153,U-2 OS,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
51159,SH-SY5Y,Intermediate_filaments,intermediate_filaments,intermediate_filaments,filaments
51159,U-2 OS,Intermediate_filaments,intermediate_filaments,intermediate_filaments,filaments
51162,A-431,Mitochondria,mitochondria,mitochondria,cytoplasm
51162,MCF7,Mitochondria,mitochondria,mitochondria,cytoplasm
51162,U-2 OS,Mitochondria,mitochondria,mitochondria,cytoplasm
51163,A549,Nuclear_bodies,nuclear_bodies,nuclear_bodies,nucleus
51163,U-2 OS,Nuclear_bodies,nuclear_bodies,nuclear_bodies,nucleus
51163,U-251 MG,Nuclear_bodies,nuclear_bodies,nuclear_bodies,nucleus
51164,MCF7,Nuclear_membrane,nuclear_membrane,nuclear_membrane,nucleus
51164,MCF7,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51164,PC-3,Cytosol,cytosol,cytosol,cytoplasm
51164,PC-3,Nuclear_membrane,nuclear_membrane,nuclear_membrane,nucleus
51164,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
51164,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51168,HEK 293,Cytosol,cytosol,cytosol,cytoplasm
51168,HEK 293,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51168,HeLa,Cytosol,cytosol,cytosol,cytoplasm
51168,HeLa,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51168,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
51168,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51170,SH-SY5Y,Cytosol,cytosol,cytosol,cytoplasm
51170,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
51171,HEK 293,Vesicles,vesicles,vesicles,secretory
51171,MCF7,Vesicles,vesicles,vesicles,secretory
51171,U-2 OS,Vesicles,vesicles,vesicles,secretory
51176,RT4,Cytosol,cytosol,cytosol,cytoplasm
51176,RT4,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51176,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
51176,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51178,HeLa,Cytosol,cytosol,cytosol,cytoplasm
51178,HeLa,Vesicles,vesicles,vesicles,secretory
51178,SiHa,Vesicles,vesicles,vesicles,secretory
51178,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
51179,PC-3,Cytosol,cytosol,cytosol,cytoplasm
51179,PC-3,Focal_adhesion_sites,focal_adhesion_sites,,
51179,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
51179,U-2 OS,Focal_adhesion_sites,focal_adhesion_sites,,
51179,U-251 MG,Focal_adhesion_sites,focal_adhesion_sites,,
51181,HeLa,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51181,MCF7,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51181,U-2 OS,Nuclear_bodies,nuclear_bodies,nuclear_bodies,nucleus
51181,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51185,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51185,MCF7,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51185,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51192,HeLa,Actin_filaments,actin_filaments,actin_filaments,filaments
51192,HeLa,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
51192,MCF7,Cytosol,cytosol,cytosol,cytoplasm
51192,MCF7,Nucleus,nucleus,nucleoplasm,nucleus
51192,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51194,BJ,Vesicles,vesicles,vesicles,secretory
51194,Hep G2,Vesicles,vesicles,vesicles,secretory
51194,U-2 OS,Vesicles,vesicles,vesicles,secretory
51195,HEK 293,Nuclear_membrane,nuclear_membrane,nuclear_membrane,nucleus
51195,HEK 293,Vesicles,vesicles,vesicles,secretory
51195,MCF7,Nuclear_membrane,nuclear_membrane,nuclear_membrane,nucleus
51195,MCF7,Vesicles,vesicles,vesicles,secretory
51195,U-2 OS,Nuclear_membrane,nuclear_membrane,nuclear_membrane,nucleus
51195,U-2 OS,Vesicles,vesicles,vesicles,secretory
51196,PC-3,Cytosol,cytosol,cytosol,cytoplasm
51196,PC-3,Nucleoli,nucleoli,nucleoli,nucleoli
51196,PC-3,Nucleus,nucleus,nucleoplasm,nucleus
51198,A549,Mitochondria,mitochondria,mitochondria,cytoplasm
51198,MCF7,Mitochondria,mitochondria,mitochondria,cytoplasm
51198,U-2 OS,Mitochondria,mitochondria,mitochondria,cytoplasm
51200,A549,Cytosol,cytosol,cytosol,cytoplasm
51200,A549,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
51200,A549,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51200,RT4,Cytosol,cytosol,cytosol,cytoplasm
51200,RT4,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51200,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
51200,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51202,SH-SY5Y,Cytosol,cytosol,cytosol,cytoplasm
51209,MCF7,Cell_Junctions,cell_junctions,plasma_membrane,plasma_membrane
51209,PC-3,Cytosol,cytosol,cytosol,cytoplasm
51212,CACO-2,Cytosol,cytosol,cytosol,cytoplasm
51212,CACO-2,Nucleus,nucleus,nucleoplasm,nucleus
51212,Hep G2,Cytosol,cytosol,cytosol,cytoplasm
51212,Hep G2,Nucleus,nucleus,nucleoplasm,nucleus
51212,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
51212,U-2 OS,Nucleus,nucleus,nucleoplasm,nucleus
51213,A549,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51213,Hep G2,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51213,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
51213,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51218,SH-SY5Y,Vesicles,vesicles,vesicles,secretory
51222,MCF7,Cytosol,cytosol,cytosol,cytoplasm
51222,MCF7,Nucleoli,nucleoli,nucleoli,nucleoli
51222,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
51222,U-2 OS,Nucleoli,nucleoli,nucleoli,nucleoli
51228,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51228,HEK 293,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51228,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51234,HeLa,Nucleoli,nucleoli,nucleoli,nucleoli
51234,HeLa,Nucleus,nucleus,nucleoplasm,nucleus
51234,MCF7,Nucleoli,nucleoli,nucleoli,nucleoli
51234,MCF7,Nucleus,nucleus,nucleoplasm,nucleus
51234,U-2 OS,Nucleoli,nucleoli,nucleoli,nucleoli
51234,U-2 OS,Nucleus,nucleus,nucleoplasm,nucleus
51237,CACO-2,Actin_filaments,actin_filaments,actin_filaments,filaments
51237,U-2 OS,Actin_filaments,actin_filaments,actin_filaments,filaments
51237,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
51237,U-251 MG,Actin_filaments,actin_filaments,actin_filaments,filaments
51237,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
51239,PC-3,Nucleus,nucleus,nucleoplasm,nucleus
51239,U-2 OS,Vesicles,vesicles,vesicles,secretory
51240,HeLa,Nucleoli,nucleoli,nucleoli,nucleoli
51240,HeLa,Nucleus,nucleus,nucleoplasm,nucleus
51240,U-2 OS,Nucleoli,nucleoli,nucleoli,nucleoli
51240,U-2 OS,Nucleus,nucleus,nucleoplasm,nucleus
51240,U-251 MG,Nucleoli,nucleoli,nucleoli,nucleoli
51240,U-251 MG,Nucleus,nucleus,nucleoplasm,nucleus
51244,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51244,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51248,MCF7,Vesicles,vesicles,vesicles,secretory
51249,SH-SY5Y,Cytosol,cytosol,cytosol,cytoplasm
51249,SH-SY5Y,Nuclear_bodies,nuclear_bodies,nuclear_bodies,nucleus
51249,SH-SY5Y,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51249,SK-MEL-30,Cytosol,cytosol,cytosol,cytoplasm
51249,SK-MEL-30,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51250,A-431,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
51250,Hep G2,Endoplasmic_reticulum,endoplasmic_reticulum,endoplasmic_reticulum,secretory
51250,Hep G2,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
51250,U-2 OS,Endoplasmic_reticulum,endoplasmic_reticulum,endoplasmic_reticulum,secretory
51250,U-2 OS,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
51251,HeLa,Nuclear_speckles,nuclear_speckles,nuclear_bodies,nucleus
51251,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
51251,U-2 OS,Nuclear_speckles,nuclear_speckles,nuclear_bodies,nucleus
51251,U-251 MG,Nuclear_speckles,nuclear_speckles,nuclear_bodies,nucleus
51253,A-431,Cytosol,cytosol,cytosol,cytoplasm
51253,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
51253,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
51260,HeLa,Cytosol,cytosol,cytosol,cytoplasm
51260,HeLa,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
51260,HeLa,Nucleoli,nucleoli,nucleoli,nucleoli
51260,MCF7,Nucleoli,nucleoli,nucleoli,nucleoli
51260,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
51260,U-2 OS,Nucleoli,nucleoli,nucleoli,nucleoli
51264,SH-SY5Y,Nucleoli,nucleoli,nucleoli,nucleoli
51264,U-2 OS,Nucleoli,nucleoli,nucleoli,nucleoli
51271,RT4,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51273,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51273,PC-3,Cytosol,cytosol,cytosol,cytoplasm
51273,PC-3,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51273,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51280,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51280,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51280,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51281,CACO-2,Cytokinetic_bridge,cytokinetic_bridge,mitotic_filament,filaments
51281,CACO-2,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51281,MCF7,Cytokinetic_bridge,cytokinetic_bridge,mitotic_filament,filaments
51281,MCF7,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51287,Hep G2,Cytosol,cytosol,cytosol,cytoplasm
51287,Hep G2,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51288,A-431,Nucleoli,nucleoli,nucleoli,nucleoli
51288,U-2 OS,Nucleoli,nucleoli,nucleoli,nucleoli
51293,RH-30,Cytosol,cytosol,cytosol,cytoplasm
51293,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
51294,MCF7,Nucleoli,nucleoli,nucleoli,nucleoli
51294,MCF7,Nucleus,nucleus,nucleoplasm,nucleus
51294,PC-3,Nucleoli,nucleoli,nucleoli,nucleoli
51294,PC-3,Nucleus,nucleus,nucleoplasm,nucleus
51294,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
51294,U-2 OS,Microtubules,microtubules,microtubules,filaments
51294,U-2 OS,Nucleoli,nucleoli,nucleoli,nucleoli
51294,U-2 OS,Nucleus,nucleus,nucleoplasm,nucleus
51296,U-2 OS,Nuclear_speckles,nuclear_speckles,nuclear_bodies,nucleus
51296,U-251 MG,Nuclear_speckles,nuclear_speckles,nuclear_bodies,nucleus
51299,PC-3,Mitochondria,mitochondria,mitochondria,cytoplasm
51300,HEK 293,Cytosol,cytosol,cytosol,cytoplasm
51300,HEK 293,Nucleus,nucleus,nucleoplasm,nucleus
51300,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
51300,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51301,A-431,Cytosol,cytosol,cytosol,cytoplasm
51301,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51301,HEK 293,Cytosol,cytosol,cytosol,cytoplasm
51301,HEK 293,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51301,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
51301,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51309,A-431,Cytosol,cytosol,cytosol,cytoplasm
51309,A-431,Focal_adhesion_sites,focal_adhesion_sites,,
51309,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
51309,U-2 OS,Focal_adhesion_sites,focal_adhesion_sites,,
51309,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
51309,U-251 MG,Focal_adhesion_sites,focal_adhesion_sites,,
51311,A-431,Cytoplasmic_bodies,cytoplasmic_bodies,cytoplasmic_bodies,cytoplasm
51311,A-431,Cytosol,cytosol,cytosol,cytoplasm
51311,U-2 OS,Cytoplasmic_bodies,cytoplasmic_bodies,cytoplasmic_bodies,cytoplasm
51311,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
51312,HeLa,Cytokinetic_bridge,cytokinetic_bridge,mitotic_filament,filaments
51312,HeLa,Vesicles,vesicles,vesicles,secretory
51312,U-251 MG,Microtubule_organizing_center,microtubule_organizing_center,microtubule_organizing_center,filaments
51321,HEK 293,Focal_adhesion_sites,focal_adhesion_sites,,
51322,A-431,Actin_filaments,actin_filaments,actin_filaments,filaments
51322,A-431,Cytosol,cytosol,cytosol,cytoplasm
51322,U-2 OS,Actin_filaments,actin_filaments,actin_filaments,filaments
51322,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
51322,U-251 MG,Actin_filaments,actin_filaments,actin_filaments,filaments
51322,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
51322,U-251 MG,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
51324,A-431,Cytosol,cytosol,cytosol,cytoplasm
51324,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
51324,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
51334,CACO-2,Cytosol,cytosol,cytosol,cytoplasm
51334,PC-3,Cytosol,cytosol,cytosol,cytoplasm
51334,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
51336,A-431,Nuclear_speckles,nuclear_speckles,nuclear_bodies,nucleus
51336,U-251 MG,Nuclear_speckles,nuclear_speckles,nuclear_bodies,nucleus
51345,Hep G2,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
51345,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51345,U-2 OS,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
51349,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51349,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51349,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51354,A549,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51354,RH-30,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51354,RH-30,Vesicles,vesicles,vesicles,secretory
51358,A549,Cytosol,cytosol,cytosol,cytoplasm
51358,A549,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51358,A549,Vesicles,vesicles,vesicles,secretory
51358,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51358,U-251 MG,Vesicles,vesicles,vesicles,secretory
51362,PC-3,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51362,RH-30,Nuclear_bodies,nuclear_bodies,nuclear_bodies,nucleus
51362,RH-30,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51362,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
51362,U-2 OS,Nuclear_bodies,nuclear_bodies,nuclear_bodies,nucleus
51362,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51365,MCF7,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51382,A-431,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
51382,RT4,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
51382,U-2 OS,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
51394,CACO-2,Cell_Junctions,cell_junctions,plasma_membrane,plasma_membrane
51394,CACO-2,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
51395,RT4,Cell_Junctions,cell_junctions,plasma_membrane,plasma_membrane
51400,A-431,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
51400,U-2 OS,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
51403,A549,Vesicles,vesicles,vesicles,secretory
51403,U-2 OS,Vesicles,vesicles,vesicles,secretory
51406,BJ,Nuclear_bodies,nuclear_bodies,nuclear_bodies,nucleus
51406,BJ,Nucleus,nucleus,nucleoplasm,nucleus
51406,RH-30,Nuclear_bodies,nuclear_bodies,nuclear_bodies,nucleus
51406,RH-30,Nucleoli,nucleoli,nucleoli,nucleoli
51406,RH-30,Nucleus,nucleus,nucleoplasm,nucleus
51406,U-2 OS,Nuclear_bodies,nuclear_bodies,nuclear_bodies,nucleus
51406,U-2 OS,Nucleoli,nucleoli,nucleoli,nucleoli
51406,U-2 OS,Nucleus,nucleus,nucleoplasm,nucleus
51409,HEK 293,Cytosol,cytosol,cytosol,cytoplasm
