antibody_id,tissue_name,cellular_component,level_a,level_b,level_c
167,A-431,Nuclear_speckles,nuclear_speckles,nuclear_bodies,nucleus
167,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
167,U-2 OS,Nuclear_speckles,nuclear_speckles,nuclear_bodies,nucleus
167,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
167,U-251 MG,Nuclear_speckles,nuclear_speckles,nuclear_bodies,nucleus
243,A-431,Mitochondria,mitochondria,mitochondria,cytoplasm
243,U-2 OS,Mitochondria,mitochondria,mitochondria,cytoplasm
243,U-251 MG,Mitochondria,mitochondria,mitochondria,cytoplasm
244,MCF7,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
244,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
244,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
247,A-431,Cytosol,cytosol,cytosol,cytoplasm
247,A-431,Microtubule_organizing_center,microtubule_organizing_center,microtubule_organizing_center,filaments
247,A-431,Vesicles,vesicles,vesicles,secretory
247,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
247,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
248,A-431,Endoplasmic_reticulum,endoplasmic_reticulum,endoplasmic_reticulum,secretory
248,A-431,Lipid_droplets,lipid_droplets,vesicles,secretory
248,U-2 OS,Endoplasmic_reticulum,endoplasmic_reticulum,endoplasmic_reticulum,secretory
248,U-2 OS,Lipid_droplets,lipid_droplets,vesicles,secretory
248,U-251 MG,Endoplasmic_reticulum,endoplasmic_reticulum,endoplasmic_reticulum,secretory
248,U-251 MG,Lipid_droplets,lipid_droplets,vesicles,secretory
252,SH-SY5Y,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
252,SH-SY5Y,Vesicles,vesicles,vesicles,secretory
261,A-431,Cytosol,cytosol,cytosol,cytoplasm
261,U-2 OS,Actin_filaments,actin_filaments,actin_filaments,filaments
261,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
264,A-431,Cytosol,cytosol,cytosol,cytoplasm
264,A-431,Nucleoli,nucleoli,nucleoli,nucleoli
264,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
264,U-2 OS,Nucleoli,nucleoli,nucleoli,nucleoli
264,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
264,U-251 MG,Nucleoli,nucleoli,nucleoli,nucleoli
265,HaCaT,Vesicles,vesicles,vesicles,secretory
265,HeLa,Vesicles,vesicles,vesicles,secretory
265,U-2 OS,Vesicles,vesicles,vesicles,secretory
266,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
266,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
266,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
285,A-431,Cytosol,cytosol,cytosol,cytoplasm
285,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
285,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
286,A-431,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
286,U-2 OS,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
286,U-2 OS,Mitochondria,mitochondria,mitochondria,cytoplasm
286,U-251 MG,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
287,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
287,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
287,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
293,A-431,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
293,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
293,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
293,U-251 MG,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
293,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
339,SH-SY5Y,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
368,A-431,Actin_filaments,actin_filaments,actin_filaments,filaments
368,A-431,Cytosol,cytosol,cytosol,cytoplasm
368,A-431,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
368,U-2 OS,Actin_filaments,actin_filaments,actin_filaments,filaments
368,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
368,U-2 OS,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
368,U-251 MG,Actin_filaments,actin_filaments,actin_filaments,filaments
368,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
368,U-251 MG,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
382,HEK 293,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
382,HEK 293,Vesicles,vesicles,vesicles,secretory
382,RH-30,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
382,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
390,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
390,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
390,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
390,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
390,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
395,A549,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
395,CACO-2,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
400,A-431,Cytosol,cytosol,cytosol,cytoplasm
400,A-431,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
400,U-2 OS,Actin_filaments,actin_filaments,actin_filaments,filaments
400,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
400,U-2 OS,Focal_adhesion_sites,focal_adhesion_sites,,
400,U-2 OS,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
400,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
400,U-251 MG,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
407,SiHa,Midbody,midbody,mitotic_filament,filaments
407,SiHa,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
407,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
407,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
425,A-431,Mitochondria,mitochondria,mitochondria,cytoplasm
425,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
425,U-2 OS,Mitochondria,mitochondria,mitochondria,cytoplasm
425,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
425,U-251 MG,Mitochondria,mitochondria,mitochondria,cytoplasm
425,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
426,A-431,Cytosol,cytosol,cytosol,cytoplasm
426,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
426,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
427,A-431,Nuclear_bodies,nuclear_bodies,nuclear_bodies,nucleus
427,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
427,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
427,U-251 MG,Nuclear_bodies,nuclear_bodies,nuclear_bodies,nucleus
427,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
431,A-431,Microtubules,microtubules,microtubules,filaments
431,U-2 OS,Microtubules,microtubules,microtubules,filaments
431,U-251 MG,Microtubules,microtubules,microtubules,filaments
436,A-431,Cytosol,cytosol,cytosol,cytoplasm
436,A-431,Nucleus,nucleus,nucleoplasm,nucleus
436,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
436,U-2 OS,Nucleus,nucleus,nucleoplasm,nucleus
436,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
449,MCF7,Nucleus,nucleus,nucleoplasm,nucleus
449,MCF7,Vesicles,vesicles,vesicles,secretory
449,RT4,Vesicles,vesicles,vesicles,secretory
449,U-2 OS,Vesicles,vesicles,vesicles,secretory
451,A-431,Nucleoli,nucleoli,nucleoli,nucleoli
451,A-431,Nucleus,nucleus,nucleoplasm,nucleus
451,U-2 OS,Nucleoli,nucleoli,nucleoli,nucleoli
451,U-2 OS,Nucleus,nucleus,nucleoplasm,nucleus
451,U-251 MG,Nucleoli,nucleoli,nucleoli,nucleoli
451,U-251 MG,Nucleus,nucleus,nucleoplasm,nucleus
453,A-431,Intermediate_filaments,intermediate_filaments,intermediate_filaments,filaments
453,U-2 OS,Intermediate_filaments,intermediate_filaments,intermediate_filaments,filaments
496,A-431,Nuclear_speckles,nuclear_speckles,nuclear_bodies,nucleus
499,A-431,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
499,A-431,Vesicles,vesicles,vesicles,secretory
499,U-2 OS,Vesicles,vesicles,vesicles,secretory
499,U-251 MG,Vesicles,vesicles,vesicles,secretory
504,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
504,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
504,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
508,BJ,Mitochondria,mitochondria,mitochondria,cytoplasm
508,RH-30,Mitochondria,mitochondria,mitochondria,cytoplasm
511,U-2 OS,Nucleus,nucleus,nucleoplasm,nucleus
511,U-251 MG,Nucleus,nucleus,nucleoplasm,nucleus
514,A-431,Actin_filaments,actin_filaments,actin_filaments,filaments
514,A-431,Nucleus,nucleus,nucleoplasm,nucleus
514,U-2 OS,Actin_filaments,actin_filaments,actin_filaments,filaments
514,U-2 OS,Nucleus,nucleus,nucleoplasm,nucleus
514,U-251 MG,Actin_filaments,actin_filaments,actin_filaments,filaments
514,U-251 MG,Nucleus,nucleus,nucleoplasm,nucleus
524,A-431,Nucleus,nucleus,nucleoplasm,nucleus
524,U-2 OS,Nucleus,nucleus,nucleoplasm,nucleus
524,U-251 MG,Nucleus,nucleus,nucleoplasm,nucleus
525,A-431,Cytosol,cytosol,cytosol,cytoplasm
525,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
525,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
528,A-431,Cytosol,cytosol,cytosol,cytoplasm
528,A-431,Vesicles,vesicles,vesicles,secretory
528,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
528,U-2 OS,Vesicles,vesicles,vesicles,secretory
528,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
530,A-431,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
530,A-431,Nuclear_bodies,nuclear_bodies,nuclear_bodies,nucleus
530,SiHa,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
530,SiHa,Nuclear_bodies,nuclear_bodies,nuclear_bodies,nucleus
530,U-2 OS,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
530,U-2 OS,Nuclear_bodies,nuclear_bodies,nuclear_bodies,nucleus
532,RH-30,Cytosol,cytosol,cytosol,cytoplasm
532,RH-30,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
532,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
532,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
535,A-431,Cytosol,cytosol,cytosol,cytoplasm
535,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
535,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
535,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
535,U-2 OS,Vesicles,vesicles,vesicles,secretory
535,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
535,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
535,U-251 MG,Vesicles,vesicles,vesicles,secretory
539,A-431,Intermediate_filaments,intermediate_filaments,intermediate_filaments,filaments
539,SiHa,Intermediate_filaments,intermediate_filaments,intermediate_filaments,filaments
540,AF22,Cytosol,cytosol,cytosol,cytoplasm
540,AF22,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
540,SH-SY5Y,Cytosol,cytosol,cytosol,cytoplasm
540,SH-SY5Y,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
540,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
543,HeLa,Nuclear_speckles,nuclear_speckles,nuclear_bodies,nucleus
543,SiHa,Nuclear_speckles,nuclear_speckles,nuclear_bodies,nucleus
543,U-2 OS,Nuclear_speckles,nuclear_speckles,nuclear_bodies,nucleus
544,A-431,Cytosol,cytosol,cytosol,cytoplasm
544,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
544,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
544,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
544,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
544,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
545,RH-30,Vesicles,vesicles,vesicles,secretory
545,SH-SY5Y,Vesicles,vesicles,vesicles,secretory
549,A-431,Cytosol,cytosol,cytosol,cytoplasm
549,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
549,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
561,MCF7,Mitochondria,mitochondria,mitochondria,cytoplasm
566,A-431,Nucleoli_fibrillar_center,nucleoli_fibrillar_center,nucleoli,nucleoli
566,U-2 OS,Nucleoli_fibrillar_center,nucleoli_fibrillar_center,nucleoli,nucleoli
566,U-251 MG,Nucleoli,nucleoli,nucleoli,nucleoli
567,A-431,Cytosol,cytosol,cytosol,cytoplasm
567,A-431,Nucleus,nucleus,nucleoplasm,nucleus
567,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
567,U-2 OS,Nucleus,nucleus,nucleoplasm,nucleus
567,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
567,U-251 MG,Nuclear_membrane,nuclear_membrane,nuclear_membrane,nucleus
567,U-251 MG,Nucleus,nucleus,nucleoplasm,nucleus
568,U-2 OS,Nucleoli,nucleoli,nucleoli,nucleoli
568,U-251 MG,Nucleoli,nucleoli,nucleoli,nucleoli
571,A-431,Endoplasmic_reticulum,endoplasmic_reticulum,endoplasmic_reticulum,secretory
571,A-431,Lipid_droplets,lipid_droplets,vesicles,secretory
571,U-2 OS,Endoplasmic_reticulum,endoplasmic_reticulum,endoplasmic_reticulum,secretory
571,U-2 OS,Lipid_droplets,lipid_droplets,vesicles,secretory
571,U-251 MG,Endoplasmic_reticulum,endoplasmic_reticulum,endoplasmic_reticulum,secretory
571,U-251 MG,Lipid_droplets,lipid_droplets,vesicles,secretory
593,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
593,U-2 OS,Nucleus,nucleus,nucleoplasm,nucleus
593,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
595,A-431,Nucleoli,nucleoli,nucleoli,nucleoli
595,A-431,Nucleus,nucleus,nucleoplasm,nucleus
595,U-2 OS,Nucleoli,nucleoli,nucleoli,nucleoli
595,U-2 OS,Nucleus,nucleus,nucleoplasm,nucleus
595,U-251 MG,Nucleoli,nucleoli,nucleoli,nucleoli
595,U-251 MG,Nucleus,nucleus,nucleoplasm,nucleus
599,A-431,Centrosome,centrosome,microtubule_organizing_center,filaments
599,A-431,Cytosol,cytosol,cytosol,cytoplasm
599,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
599,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
599,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
599,U-251 MG,Centrosome,centrosome,microtubule_organizing_center,filaments
599,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
599,U-251 MG,Nucleus,nucleus,nucleoplasm,nucleus
600,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
600,SiHa,Nucleus,nucleus,nucleoplasm,nucleus
602,A-431,Cytosol,cytosol,cytosol,cytoplasm
602,A-431,Microtubule_organizing_center,microtubule_organizing_center,microtubule_organizing_center,filaments
602,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
602,U-251 MG,Microtubule_organizing_center,microtubule_organizing_center,microtubule_organizing_center,filaments
609,A-431,Endoplasmic_reticulum,endoplasmic_reticulum,endoplasmic_reticulum,secretory
609,A-431,Nuclear_membrane,nuclear_membrane,nuclear_membrane,nucleus
609,U-2 OS,Endoplasmic_reticulum,endoplasmic_reticulum,endoplasmic_reticulum,secretory
609,U-2 OS,Nuclear_membrane,nuclear_membrane,nuclear_membrane,nucleus
609,U-251 MG,Endoplasmic_reticulum,endoplasmic_reticulum,endoplasmic_reticulum,secretory
609,U-251 MG,Nuclear_membrane,nuclear_membrane,nuclear_membrane,nucleus
612,A-431,Mitochondria,mitochondria,mitochondria,cytoplasm
612,U-2 OS,Mitochondria,mitochondria,mitochondria,cytoplasm
612,U-251 MG,Mitochondria,mitochondria,mitochondria,cytoplasm
614,A-431,Centrosome,centrosome,microtubule_organizing_center,filaments
614,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
614,U-2 OS,Nucleus,nucleus,nucleoplasm,nucleus
614,U-251 MG,Centrosome,centrosome,microtubule_organizing_center,filaments
614,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
615,A-431,Cytosol,cytosol,cytosol,cytoplasm
615,A-431,Vesicles,vesicles,vesicles,secretory
615,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
615,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
615,U-251 MG,Vesicles,vesicles,vesicles,secretory
628,PC-3,Nuclear_membrane,nuclear_membrane,nuclear_membrane,nucleus
628,PC-3,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
628,RH-30,Nuclear_bodies,nuclear_bodies,nuclear_bodies,nucleus
628,RH-30,Nuclear_membrane,nuclear_membrane,nuclear_membrane,nucleus
628,U-2 OS,Nuclear_membrane,nuclear_membrane,nuclear_membrane,nucleus
628,U-2 OS,Nucleus,nucleus,nucleoplasm,nucleus
634,A-431,Microtubules,microtubules,microtubules,filaments
634,U-2 OS,Microtubules,microtubules,microtubules,filaments
634,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
635,A-431,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
635,A-431,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
635,U-2 OS,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
635,U-2 OS,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
635,U-251 MG,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
635,U-251 MG,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
638,A-431,Cytosol,cytosol,cytosol,cytoplasm
638,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
638,U-251 MG,Golgi_apparatus,golgi_apparatus,golgi_apparatus,secretory
644,A-431,Cytosol,cytosol,cytosol,cytoplasm
644,A-431,Nucleoli,nucleoli,nucleoli,nucleoli
644,A-431,Nucleus,nucleus,nucleoplasm,nucleus
644,MCF7,Nucleoli,nucleoli,nucleoli,nucleoli
644,MCF7,Nucleus,nucleus,nucleoplasm,nucleus
645,MCF7,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
657,A-431,Cytosol,cytosol,cytosol,cytoplasm
657,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
657,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
657,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
657,U-2 OS,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
657,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
658,MCF7,Nucleus,nucleus,nucleoplasm,nucleus
658,PC-3,Nucleoli,nucleoli,nucleoli,nucleoli
658,PC-3,Nucleus,nucleus,nucleoplasm,nucleus
658,U-2 OS,Centrosome,centrosome,microtubule_organizing_center,filaments
658,U-2 OS,Nucleus,nucleus,nucleoplasm,nucleus
660,A-431,Cytosol,cytosol,cytosol,cytoplasm
660,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
660,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
660,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
660,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
686,U-2 OS,Cytokinetic_bridge,cytokinetic_bridge,mitotic_filament,filaments
686,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
687,A-431,Cytosol,cytosol,cytosol,cytoplasm
687,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
687,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
687,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
687,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
687,U-251 MG,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
688,A-431,Nucleus,nucleus,nucleoplasm,nucleus
688,U-2 OS,Nucleus,nucleus,nucleoplasm,nucleus
688,U-251 MG,Nucleus,nucleus,nucleoplasm,nucleus
690,A-431,Nuclear_speckles,nuclear_speckles,nuclear_bodies,nucleus
690,U-2 OS,Nuclear_speckles,nuclear_speckles,nuclear_bodies,nucleus
690,U-251 MG,Nuclear_speckles,nuclear_speckles,nuclear_bodies,nucleus
691,A-431,Cytosol,cytosol,cytosol,cytoplasm
691,A-431,Nucleoli,nucleoli,nucleoli,nucleoli
691,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
697,A-431,Cytosol,cytosol,cytosol,cytoplasm
697,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
697,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
704,A-431,Cytosol,cytosol,cytosol,cytoplasm
704,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
704,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
720,A549,Nucleoli_fibrillar_center,nucleoli_fibrillar_center,nucleoli,nucleoli
720,A549,Nucleus,nucleus,nucleoplasm,nucleus
720,SH-SY5Y,Cytosol,cytosol,cytosol,cytoplasm
720,SH-SY5Y,Nucleoli_fibrillar_center,nucleoli_fibrillar_center,nucleoli,nucleoli
720,SH-SY5Y,Nucleus,nucleus,nucleoplasm,nucleus
720,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
720,U-2 OS,Nucleoli_fibrillar_center,nucleoli_fibrillar_center,nucleoli,nucleoli
720,U-2 OS,Nucleus,nucleus,nucleoplasm,nucleus
722,A-431,Cytosol,cytosol,cytosol,cytoplasm
722,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
722,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
724,A-431,Endoplasmic_reticulum,endoplasmic_reticulum,endoplasmic_reticulum,secretory
724,U-2 OS,Endoplasmic_reticulum,endoplasmic_reticulum,endoplasmic_reticulum,secretory
724,U-251 MG,Endoplasmic_reticulum,endoplasmic_reticulum,endoplasmic_reticulum,secretory
724,U-251 MG,Nuclear_bodies,nuclear_bodies,nuclear_bodies,nucleus
727,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
727,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
727,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
750,A-431,Cytosol,cytosol,cytosol,cytoplasm
750,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
750,RH-30,Cytosol,cytosol,cytosol,cytoplasm
750,RH-30,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
750,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
755,A-431,Cytosol,cytosol,cytosol,cytoplasm
755,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
755,A-431,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
755,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
755,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
755,U-2 OS,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
755,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
755,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
755,U-251 MG,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
757,A-431,Cytosol,cytosol,cytosol,cytoplasm
757,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
760,A-431,Cytosol,cytosol,cytosol,cytoplasm
760,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
760,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
763,U-2 OS,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
763,U-251 MG,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
781,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
781,A-431,Vesicles,vesicles,vesicles,secretory
781,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
781,U-2 OS,Vesicles,vesicles,vesicles,secretory
781,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
781,U-251 MG,Vesicles,vesicles,vesicles,secretory
793,A-431,Cytosol,cytosol,cytosol,cytoplasm
793,A-431,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
793,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
793,U-2 OS,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
793,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
793,U-251 MG,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
799,A-431,Cytosol,cytosol,cytosol,cytoplasm
799,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
799,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
804,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
804,U-2 OS,Nucleus,nucleus,nucleoplasm,nucleus
804,U-2 OS,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
804,U-251 MG,Nucleus,nucleus,nucleoplasm,nucleus
805,A-431,Vesicles,vesicles,vesicles,secretory
813,A-431,Cytosol,cytosol,cytosol,cytoplasm
813,A-431,Intermediate_filaments,intermediate_filaments,intermediate_filaments,filaments
815,A-431,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
815,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
815,U-251 MG,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
818,A-431,Cytosol,cytosol,cytosol,cytoplasm
818,A-431,Microtubule_organizing_center,microtubule_organizing_center,microtubule_organizing_center,filaments
818,A-431,Plasma_membrane,plasma_membrane,plasma_membrane,plasma_membrane
818,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
818,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
822,HEK 293,Mitochondria,mitochondria,mitochondria,cytoplasm
822,HEK 293,Nucleus,nucleus,nucleoplasm,nucleus
822,MCF7,Mitochondria,mitochondria,mitochondria,cytoplasm
822,MCF7,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
822,U-2 OS,Mitochondria,mitochondria,mitochondria,cytoplasm
822,U-2 OS,Nucleoplasm,nucleoplasm,nucleoplasm,nucleus
826,A-431,Cytosol,cytosol,cytosol,cytoplasm
826,A-431,Microtubules,microtubules,microtubules,filaments
826,A-431,Nucleus,nucleus,nucleoplasm,nucleus
826,U-2 OS,Cytosol,cytosol,cytosol,cytoplasm
826,U-2 OS,Microtubules,microtubules,microtubules,filaments
826,U-2 OS,Nucleus,nucleus,nucleoplasm,nucleus
826,U-251 MG,Cytosol,cytosol,cytosol,cytoplasm
826,U-251 MG,Microtubules,microtubules,microtubules,filaments
826,U-251 MG,Nucleus,nucleus,nucleoplasm,nucleus
827,A-431,Nucleoli_fibrillar_center,nucleoli_fibrillar_center,nucleoli,nucleoli
